Name,IDfg,mlbam_id,snapshot_year,Team,Age,Position,player_type,proj_BB%,proj_K%,proj_AVG,proj_OBP,proj_SLG,proj_wOBA,proj_HR,proj_2B,proj_3B,proj_RBI,proj_R,proj_HBP,proj_WAR,service_time,years_of_control,status,salary_source,total_future_WAR,total_future_WAR_value,total_future_salary,surplus,WAR_2025,WAR_2026,WAR_2027,WAR_2028,WAR_2029,WAR_2030,WAR_2031,salary_2025,salary_2026,salary_2027,salary_2028,salary_2029,salary_2030,salary_2031,WAR_2032,WAR_2033,WAR_2034,WAR_2035,WAR_2036,WAR_2037,WAR_2038,WAR_2039,salary_2032,salary_2033,salary_2034,salary_2035,salary_2036,salary_2037,salary_2038,salary_2039,proj_Role,proj_FIP,proj_ERA
Jackson Chourio,28806,694192,2025,MIL,21,of,batter,0.076930344,0.20037208,0.27522293,0.3340925,0.4605042,0.34136292,23.898403,31.796684,3.6461556,87.30719,88.393654,3.1853821,5.01,1.0,9,Pre-Arb,cots,47.55,494296704,71750000,422546704,5.009,5.289,5.446,5.634,5.642,5.571,5.333,1157966,1097021.0,11978284.0,21570549.0,35946180.0,,,5.017,4.614,,,,,,,,,,,,,,,,,
Corbin Carroll,25878,682998,2025,ARI,24,lf,batter,0.10452346,0.19407569,0.26377684,0.3436257,0.4397519,0.3503398,21.671005,32.117188,9.071537,73.904884,106.07002,11.190627,6.2,2.038,7,Pre-Arb,cots,39.05,390749094,83250000,307499094,6.203,5.691,5.927,5.676,5.48,5.209,4.859,1377047,14390676.0,26099661.0,41382618.0,,,,,,,,,,,,,,,,,,,,,,
Wyatt Langford,33333,694671,2025,TEX,23,of,batter,0.09790499,0.20004115,0.26334283,0.33749843,0.45832813,0.3463561,21.227169,29.884916,3.7648406,81.51582,86.32024,4.108287,6.91,1.0,5,Pre-Arb,cots,35.28,349738513,60408620,289329893,6.906,7.057,7.188,7.159,6.967,,,760000,720000.0,10688603.0,18445419.0,29794597.0,,,,,,,,,,,,,,,,,,,,,
Michael Harris II,25931,671739,2025,ATL,24,cf,batter,0.060552143,0.19656062,0.2740644,0.30593133,0.4623407,0.3423057,20.342785,29.172081,4.3787465,76.17611,79.82665,5.053098,4.95,3.0,8,Arb-1,cots,33.06,322059064,54000000,268059064,4.955,4.966,4.76,4.549,4.169,3.762,3.246,9830598,17084979.0,27084424.0,,,,,2.649,,,,,,,,,,,,,,,,,,
Jackson Merrill,29490,701538,2025,SD,22,cf-ss,batter,0.06317242,0.1675601,0.29404366,0.32758862,0.52563965,0.36904958,24.73386,28.837515,3.9070148,94.95083,83.29866,1.9523864,6.45,1.0,5,Pre-Arb,cots,31.31,306077335,51267470,254809865,6.454,6.503,6.182,6.278,5.892,,,760000,720000.0,9055636.0,15968058.0,24763776.0,,,,,,,,,,,,,,,,,,,,,
Kyren Paris,26420,677347,2025,LAA,23,ss,batter,0.10095416,0.26716942,0.2410919,0.31208763,0.42383763,0.31592995,17.663916,24.484663,2.390216,62.550823,66.259796,4.862773,4.74,0.061,6,Pre-Arb,cots,28.86,278793532,40460152,238333380,4.741,4.915,5.036,4.941,4.784,4.442,,760000,720000.0,720000.0,7324541.0,12236499.0,18699112.0,,,,,,,,,,,,,,,,,,,,
Bobby Witt Jr.,25764,677951,2025,KC,25,ss,batter,0.076855406,0.16797087,0.28756022,0.35269535,0.5097348,0.36807382,26.971119,34.544987,6.281382,91.561,101.714386,5.842916,6.18,3.0,10,Arb-1,cots,47.22,480807601,262454545,218353056,6.185,6.528,6.047,5.662,5.352,4.815,4.28,46429221,85420006.0,130605317.0,,,,,3.58,2.805,1.971,,,,,,,,,,,,,,,,
Pete Crow-Armstrong,27769,691718,2025,CHC,23,of,batter,0.058705814,0.2303691,0.23815158,0.30688313,0.39636642,0.30043954,13.807011,21.270033,3.5797834,56.504894,64.8802,5.594053,3.98,0.17,6,Pre-Arb,cots,25.31,239907600,34946094,204961506,3.981,4.365,4.514,4.439,4.189,3.824,,760000,720000.0,720000.0,6477478.0,10495127.0,15773489.0,,,,,,,,,,,,,,,,,,,,
Andy Pages,24816,,2025,LAD,24,of,batter,0.07188488,0.23577105,0.25144315,0.31065297,0.4302456,0.32599607,17.096392,27.48266,2.5402932,64.74745,77.04325,6.8624687,4.54,0.155,6,Pre-Arb,cots,24.68,232294923,31217394,201077529,4.541,4.442,4.432,4.138,3.784,3.344,,760000,720000.0,720000.0,5970065.0,9374945.0,13672383.0,,,,,,,,,,,,,,,,,,,,
Chris Taylor,13757,621035,2025,LAD,34,lf-rf,batter,0.097459435,0.30938008,0.20062427,0.27407917,0.3602399,0.28623456,11.221256,16.757326,1.514473,42.48569,47.39292,4.3184934,11.27,9.037,2,Signed,cots,21.83,210284133,15000000,195284133,11.274,10.556,,,,,,7500000,7500000.0,,,,,,,,,,,,,,,,,,,,,,,,
Joey Wiemer,27690,686894,2025,KC,26,of,batter,0.08512517,0.27680394,0.22432935,0.29950857,0.4014832,0.3053954,16.683004,21.70107,1.0619038,57.09637,59.33575,5.192173,5.35,1.046,5,Pre-Arb,cots,24.2,228351952,36168554,192183398,5.348,5.193,4.99,4.561,4.111,,,760000,720000.0,7122917.0,11137590.0,16428047.0,,,,,,,,,,,,,,,,,,,,,
Nathan Lukes,18123,664770,2025,TOR,30,of,batter,0.09911131,0.112348214,0.2623975,0.32847637,0.39984143,0.31937844,11.309532,24.500746,3.7266421,61.21497,67.4632,3.8330178,4.81,0.145,6,Pre-Arb,cots,21.96,203100174,23732741,179367433,4.806,4.426,3.959,3.455,2.904,2.406,,760000,720000.0,720000.0,4909198.0,7060191.0,9563352.0,,,,,,,,,,,,,,,,,,,,
Brooks Baldwin,31394,,2025,CHW,24,2b-3b,batter,0.058877308,0.2527875,0.2368986,0.30371562,0.40127867,0.29469502,14.077386,25.328028,1.3923826,57.813633,62.606136,3.613506,3.97,0.073,6,Pre-Arb,cots,22.23,206589385,28133976,178455409,3.968,4.076,4.011,3.761,3.416,2.997,,760000,720000.0,720000.0,5373756.0,8407092.0,12153128.0,,,,,,,,,,,,,,,,,,,,
Gunnar Henderson,26289,683002,2025,BAL,24,ss,batter,0.11790065,0.22144102,0.26614276,0.35309595,0.4598046,0.35638374,29.732666,32.55807,6.0906005,88.4199,101.184715,5.676438,5.84,2.036,4,Pre-Arb,cots,23.58,224785250,46939059,177846191,5.838,6.041,5.924,5.778,,,,760000,8487591.0,14395410.0,23296058.0,,,,,,,,,,,,,,,,,,,,,,
Austin Wells,27562,669224,2025,NYY,25,c,batter,0.10083418,0.20440033,0.25568682,0.3197264,0.4614062,0.34941506,21.388004,23.876326,1.6094921,78.569046,63.504856,4.8523984,4.87,1.031,5,Pre-Arb,cots,22.45,209711004,33926938,175784066,4.873,4.769,4.593,4.279,3.932,,,760000,720000.0,6478551.0,10345171.0,15623215.0,,,,,,,,,,,,,,,,,,,,,
Evan Carter,27790,694497,2025,TEX,22,of,batter,0.11030972,0.2577921,0.24403605,0.32863528,0.41650122,0.32196486,23.175703,27.871677,3.8894014,72.43818,81.427025,5.5671926,3.88,1.024,5,Pre-Arb,cots,22.17,208758513,38912014,169846499,3.879,4.242,4.588,4.733,4.733,,,760000,720000.0,6469567.0,11623256.0,19339191.0,,,,,,,,,,,,,,,,,,,,,
Paul Skenes,33677,694973,2025,PIT,23,rhp-s,pitcher,0.065747805,0.31840545,,,,,,,,,,,4.79,1.0,5,Pre-Arb,cots,19.83,182070588,27529035,154541553,4.792,4.396,3.992,3.546,3.103,,,760000,720000.0,5504531.0,8412684.0,12131819.0,,,,,,,,,,,,,,,,,,,SP,2.685843,2.5877047
Elly De La Cruz,26668,682829,2025,CIN,23,ss-3b,batter,0.10289516,0.29962796,0.23638524,0.3322776,0.41847238,0.3227532,22.170626,31.618502,6.919811,66.63127,95.79829,5.7707124,4.33,1.118,5,Pre-Arb,cots,19.88,182775533,30329836,152445697,4.329,4.139,3.966,3.853,3.592,,,760000,720000.0,5466012.0,9189979.0,14193844.0,,,,,,,,,,,,,,,,,,,,,
Matt McLain,29695,680574,2025,CIN,25,ss,batter,0.08407545,0.27075207,0.2510501,0.3488069,0.42963523,0.32938975,25.67413,35.754055,3.933198,78.17499,100.65247,10.59256,4.44,1.14,5,Pre-Arb,cots,19.02,173900875,26812854,147088020,4.444,4.228,3.851,3.468,3.029,,,760000,720000.0,5298663.0,8215429.0,11818763.0,,,,,,,,,,,,,,,,,,,,,
Hayden Birdsong,31635,806185,2025,SF,23,rhp,pitcher,0.10731399,0.27701804,,,,,,,,,,,2.44,0.083,6,Pre-Arb,cots,18.31,169102232,25468600,143633632,2.436,3.147,3.516,3.417,3.096,2.7,,760000,720000.0,720000.0,4851026.0,7565149.0,10852425.0,,,,,,,,,,,,,,,,,,SP,3.838383,3.8492684
Will Wagner,29634,,2025,TOR,26,2b,batter,0.06377075,0.18902153,0.26173884,0.31519488,0.42483944,0.33126912,15.722783,26.066315,1.8581817,68.27872,65.104485,3.6361623,3.76,0.049,6,Pre-Arb,cots,17.61,159451535,19234173,140217362,3.755,3.544,3.203,2.82,2.381,1.902,,760000,720000.0,720000.0,3945063.0,5682231.0,7406879.0,,,,,,,,,,,,,,,,,,,,
Jordan Westburg,27815,676059,2025,BAL,26,ss,batter,0.07082955,0.22369276,0.26827377,0.3153208,0.44898033,0.33782908,20.241674,31.003439,4.2078094,76.892006,77.9908,7.03393,4.29,1.098,5,Pre-Arb,cots,17.99,163405075,24598293,138806781,4.286,4.104,3.661,3.223,2.716,,,760000,720000.0,5021587.0,7594346.0,10502360.0,,,,,,,,,,,,,,,,,,,,,
Dylan Crews,33541,,2025,WSH,23,rf,batter,0.08664946,0.19259481,0.2579895,0.31636077,0.43243268,0.3333809,17.496578,25.142862,3.1260839,67.386284,69.13964,4.9826546,2.85,0.035,6,Pre-Arb,cots,17.33,158777515,23625291,135152224,2.847,2.94,3.095,3.036,2.85,2.559,,760000,720000.0,720000.0,4272926.0,6915817.0,10236548.0,,,,,,,,,,,,,,,,,,,,
Kerry Carpenter,25961,681481,2025,DET,27,rf,batter,0.07468421,0.24997127,0.25141454,0.33175886,0.47586817,0.3444529,25.634977,26.318913,2.3070474,83.60175,76.49958,7.915387,5.41,2.057,4,Pre-Arb,cots,17.97,164472909,30386219,134086690,5.405,4.901,4.15,3.511,,,,760000,6709483.0,9598622.0,13318114.0,,,,,,,,,,,,,,,,,,,,,,
Parker Meadows,23800,678009,2025,DET,25,cf,batter,0.096363254,0.247538,0.23824428,0.32251376,0.38140735,0.30644608,15.057081,23.875216,5.695581,55.258457,73.5874,3.9568803,3.13,0.169,6,Pre-Arb,cots,16.14,145665369,18601490,127063878,3.133,3.168,2.992,2.697,2.316,1.832,,760000,720000.0,720000.0,3757669.0,5510214.0,7133608.0,,,,,,,,,,,,,,,,,,,,
James Wood,29518,,2025,WSH,22,lf,batter,0.12336126,0.26710188,0.25967872,0.34584662,0.45293048,0.35558993,20.61448,27.05651,4.9064856,72.05409,83.47908,3.6251113,2.7,0.091,6,Pre-Arb,cots,16.08,146243909,21891824,124352085,2.704,2.849,2.735,2.786,2.606,2.397,,760000,720000.0,720000.0,3893652.0,6274382.0,9523790.0,,,,,,,,,,,,,,,,,,,,
Alejandro Kirk,22581,672386,2025,TOR,26,c,batter,0.09446327,0.12788361,0.25556058,0.32641268,0.39447713,0.3259995,10.318179,21.178759,1.0841163,60.68615,46.430496,3.6243408,3.14,4.047,6,Arb-2,cots,15.73,141555827,17670031,123885796,3.136,3.191,2.885,2.555,2.208,1.757,,6556689,11113342.0,,,,,,,,,,,,,,,,,,,,,,,,
Brice Turang,22186,668930,2025,MIL,25,2b,batter,0.08537744,0.17936294,0.25167128,0.3116369,0.35609004,0.29947874,7.32233,20.790054,4.2902756,47.760227,61.859215,2.102543,3.48,1.165,5,Pre-Arb,cots,16.4,148475605,24785766,123689839,3.479,3.463,3.405,3.173,2.879,,,760000,720000.0,4646774.0,7468016.0,11190976.0,,,,,,,,,,,,,,,,,,,,,
Nate Eaton,25055,681987,2025,,28,,batter,0.07006085,0.28237873,0.22278517,0.29274032,0.3565564,0.27413607,5.9031844,18.075426,2.9599833,35.336395,52.63472,4.8551307,4.72,2.0,4,Pre-Arb,estimated,16.87,153263164,29769661,123493503,4.721,4.605,3.919,3.622,,,,760000,6247206.0,8996995.0,13765459.0,,,,,,,,,,,,,,,,,,,,,,
Rece Hinds,27493,,2025,CIN,24,of,batter,0.08501587,0.28101584,0.24153048,0.31524396,0.43510672,0.33057675,22.012865,24.793219,1.8191862,70.08193,70.26278,5.49658,3.2,0.053,6,Pre-Arb,cots,15.52,139491933,17504644,121987289,3.2,3.072,2.834,2.54,2.164,1.714,,760000,720000.0,720000.0,3520228.0,5109860.0,6674556.0,,,,,,,,,,,,,,,,,,,,
Spencer Arrighetti,29921,681293,2025,HOU,25,rhp,pitcher,0.09755942,0.27578318,,,,,,,,,,,2.21,0.168,6,Pre-Arb,cots,15.8,144302820,22771284,121531536,2.208,2.551,2.843,2.967,2.838,2.395,,760000,720000.0,720000.0,4167419.0,6886481.0,9517384.0,,,,,,,,,,,,,,,,,,SP,3.9502702,4.0343127
DJ Herz,26389,687792,2025,WSH,24,lhp,pitcher,0.08694929,0.26591873,,,,,,,,,,,2.52,0.104,6,Pre-Arb,cots,15.68,142212911,20794529,121418383,2.524,2.776,2.877,2.774,2.532,2.195,,760000,720000.0,720000.0,3875637.0,6080223.0,8638668.0,,,,,,,,,,,,,,,,,,SP,3.7956796,3.8678458
Ezequiel Tovar,24064,678662,2025,COL,23,ss,batter,0.0536584,0.2643295,0.24059828,0.30585414,0.40411496,0.30166876,21.101305,32.580482,2.956554,73.751495,81.642456,5.157285,2.47,2.014,7,Pre-Arb,cots,18.9,175226767,54428571,120798196,2.469,2.885,3.029,3.05,2.841,2.519,2.103,1815952,8932126.0,16321128.0,27359365.0,,,,,,,,,,,,,,,,,,,,,,
Riley Greene,25976,682985,2025,DET,24,lf,batter,0.10547191,0.25993684,0.26129746,0.34851903,0.45813715,0.34724107,22.828175,31.09438,4.4766297,77.01195,88.42128,4.9643617,4.47,2.11,4,Pre-Arb,cots,16.38,148191671,29811759,118379912,4.467,4.144,4.015,3.75,,,,760000,5529257.0,9234810.0,14287691.0,,,,,,,,,,,,,,,,,,,,,,
Wilyer Abreu,23772,677800,2025,BOS,26,of,batter,0.09150143,0.2742766,0.2322378,0.3283156,0.42089266,0.32217917,18.195637,27.745274,1.0767268,64.43286,69.903946,3.7135243,4.01,1.041,5,Pre-Arb,cots,15.4,137457244,19445040,118012204,4.006,3.595,3.158,2.606,2.037,,,760000,720000.0,4286090.0,6034135.0,7644815.0,,,,,,,,,,,,,,,,,,,,,
Brenton Doyle,25479,686668,2025,COL,27,cf,batter,0.07556946,0.27633533,0.24137674,0.30522224,0.4117488,0.31123444,17.975018,24.377666,3.5442173,63.214947,69.57395,3.340937,4.1,1.161,5,Pre-Arb,cots,15.27,136158290,19017837,117140453,4.103,3.51,3.123,2.557,1.975,,,760000,720000.0,4235218.0,5909516.0,7393102.0,,,,,,,,,,,,,,,,,,,,,
Geraldo Perdomo,22799,672695,2025,ARI,25,ss,batter,0.097431175,0.15377823,0.23415905,0.34671745,0.33008236,0.29303297,6.331082,25.085363,3.337785,49.852627,81.47261,4.370499,2.52,3.015,6,Arb-1,cots,15.03,135586843,18863588,116723255,2.523,2.636,2.819,2.615,2.393,2.042,,3105842,5648044.0,10109703.0,,,,,,,,,,,,,,,,,,,,,,,
Ivan Herrera,20599,671056,2025,,25,,batter,0.09974488,0.20398621,0.26839155,0.3363403,0.43490008,0.35677093,12.562286,24.109528,3.1670096,60.618717,71.53635,4.002043,5.99,3.0,3,Arb-1,estimated,16.99,157758899,41679935,116078964,5.987,5.7,5.301,,,,,8080750,13259514.0,20339671.0,,,,,,,,,,,,,,,,,,,,,,,
David Fry,24934,681807,2025,CLE,29,c-inf,batter,0.09462624,0.23106746,0.24063075,0.33549896,0.3917237,0.31626105,15.511375,21.849758,0.868392,59.041676,56.461025,8.927137,4.07,1.154,5,Pre-Arb,cots,14.79,131511350,17394158,114117193,4.074,3.597,3.054,2.372,1.693,,,760000,720000.0,4135318.0,5440362.0,6338477.0,,,,,,,,,,,,,,,,,,,,,
Junior Caminero,28163,691406,2025,TB,21,3b,batter,0.0665237,0.20584595,0.25387463,0.3230821,0.43916044,0.32306546,23.022778,29.086226,1.6952442,77.81518,74.31018,4.470485,1.85,0.058,6,Pre-Arb,cots,14.98,137052342,23771316,113281026,1.845,2.299,2.55,2.763,2.803,2.715,,760000,720000.0,720000.0,3857857.0,6793614.0,10919845.0,,,,,,,,,,,,,,,,,,,,
Zach Neto,31347,687263,2025,LAA,24,ss,batter,0.07304149,0.21458082,0.24619244,0.32775196,0.4227106,0.32488513,20.875254,27.60275,0.8307002,70.49252,74.244316,14.76907,3.18,1.17,5,Pre-Arb,cots,15.03,135261350,23101942,112159408,3.185,3.063,3.115,2.95,2.714,,,760000,720000.0,4223189.0,6903231.0,10495522.0,,,,,,,,,,,,,,,,,,,,,
CJ Abrams,25768,682928,2025,WSH,24,ss,batter,0.069761425,0.19480626,0.26444528,0.325693,0.4074773,0.3245989,19.563818,30.977352,4.578522,72.31411,87.01459,13.753171,3.87,2.13,4,Pre-Arb,cots,15.67,141297759,30054022,111243737,3.87,3.889,3.998,3.916,,,,760000,5148737.0,9187919.0,14957365.0,,,,,,,,,,,,,,,,,,,,,,
Keibert Ruiz,19610,660688,2025,WSH,26,c,batter,0.051021468,0.11408332,0.2695078,0.29629818,0.3974474,0.31087846,16.678,25.688597,1.5344573,73.25468,56.76845,6.2291465,2.74,3.064,8,Arb-1,cots,16.28,148594406,37500000,111094406,2.743,2.489,2.517,2.351,2.095,1.761,1.364,7232627,11273350.0,18994023.0,,,,,0.963,,,,,,,,,,,,,,,,,,
Ronny Mauricio,23698,677595,2025,NYM,24,ss,batter,0.0729224,0.27699274,0.24064463,0.31219438,0.40979123,0.30612153,16.197472,25.478582,1.7931794,61.191555,68.237,3.8698173,3.18,1.031,5,Pre-Arb,cots,14.48,129517039,20869215,108647823,3.183,3.191,3.018,2.749,2.338,,,760000,720000.0,4082640.0,6395453.0,8911122.0,,,,,,,,,,,,,,,,,,,,,
Nick Sogard,25483,,2025,BOS,27,inf-of,batter,0.084792614,0.2889899,0.23700367,0.30322433,0.3831805,0.30022705,10.064209,21.441456,2.3611724,46.93246,58.591785,3.97215,3.5,0.05,6,Pre-Arb,cots,13.39,118399569,12558358,105841211,3.502,2.987,2.375,1.949,1.482,1.094,,760000,720000.0,720000.0,2630590.0,3466772.0,4260996.0,,,,,,,,,,,,,,,,,,,,
Spencer Schwellenbach,31846,680885,2025,ATL,25,rhp,pitcher,0.055132516,0.24993178,,,,,,,,,,,2.93,0.124,6,Pre-Arb,cots,13.69,121789351,17588642,104200709,2.926,2.491,2.165,2.052,2.06,1.996,,760000,720000.0,720000.0,2777933.0,4838366.0,7772344.0,,,,,,,,,,,,,,,,,,SP,3.5985768,3.6105769
Darell Hernaiz,26224,687231,2025,ATH,23,ss,batter,0.08404769,0.1937554,0.24816543,0.30967367,0.38980317,0.30526164,10.162869,21.52429,2.3570793,54.466934,58.442055,3.8898942,2.06,0.15,6,Pre-Arb,cots,13.46,120573504,18310738,102262766,2.064,2.312,2.518,2.412,2.238,1.921,,760000,720000.0,720000.0,3325321.0,5305662.0,7479754.0,,,,,,,,,,,,,,,,,,,,
Maikel Garcia,22715,672580,2025,KC,25,3b,batter,0.077235796,0.1844989,0.2614259,0.30189133,0.38805553,0.31250846,7.5943103,24.322607,5.4935436,53.235966,70.2489,1.7385656,3.03,1.168,5,Pre-Arb,cots,13.67,121604768,19549242,102055526,3.03,3.033,2.838,2.574,2.192,,,760000,720000.0,3819823.0,5953369.0,8296050.0,,,,,,,,,,,,,,,,,,,,,
Jared Jones,27863,683003,2025,PIT,23,rhp-s,pitcher,0.0761474,0.26363155,,,,,,,,,,,2.7,1.0,5,Pre-Arb,cots,13.8,123526356,21560803,101965553,2.697,2.881,2.931,2.772,2.519,,,760000,720000.0,3955468.0,6454195.0,9671140.0,,,,,,,,,,,,,,,,,,,SP,3.7108133,3.7389922
Patrick Bailey,27478,672275,2025,SF,26,c,batter,0.08201097,0.24024679,0.24675101,0.29286614,0.40626705,0.3159311,12.336914,20.619242,2.1962636,56.856262,51.387985,2.3280427,3.32,1.136,5,Pre-Arb,cots,13.54,119993946,18316306,101677640,3.32,3.052,2.736,2.393,2.044,,,760000,720000.0,3670539.0,5494739.0,7671028.0,,,,,,,,,,,,,,,,,,,,,
Gabriel Moreno,22664,672515,2025,ARI,25,c,batter,0.09029167,0.16828395,0.26292184,0.3383706,0.41137168,0.3244668,11.4774475,25.618265,1.6018401,65.84618,59.480793,3.2334957,3.66,2.061,4,Pre-Arb,cots,14.24,127277355,26176359,101100996,3.665,3.728,3.576,3.267,,,,760000,4922380.0,8162699.0,12331280.0,,,,,,,,,,,,,,,,,,,,,,
Bryan Woo,30279,693433,2025,SEA,25,rhp,pitcher,0.038400184,0.22492795,,,,,,,,,,,2.99,1.121,5,Pre-Arb,cots,13.45,119422000,19148417,100273583,2.991,3.01,2.789,2.493,2.163,,,760000,720000.0,3747980.0,5746296.0,8174140.0,,,,,,,,,,,,,,,,,,,SP,3.566818,3.460281
Nick Loftin,27630,679845,2025,KC,26,2b,batter,0.097343214,0.15460008,0.24969892,0.32048753,0.37923795,0.3059697,4.785993,20.929085,2.5657628,46.982193,57.556644,3.364121,2.81,0.121,6,Pre-Arb,cots,12.86,113830991,13931353,99899638,2.814,2.521,2.484,2.046,1.74,1.256,,760000,720000.0,720000.0,2769366.0,4072123.0,4889864.0,,,,,,,,,,,,,,,,,,,,
Brandon Pfaadt,27782,694297,2025,ARI,26,rhp-s,pitcher,0.05715082,0.23132202,,,,,,,,,,,2.71,1.097,6,Pre-Arb,cots,13.06,115860518,16356904,99503614,2.706,2.598,2.411,2.156,1.813,1.379,,760000,720000.0,3195481.0,4893422.0,6788001.0,,,,,,,,,,,,,,,,,,,SP,3.7065341,4.0429244
Eury Perez,27768,691587,2025,,22,,pitcher,0.078155674,0.27812567,,,,,,,,,,,2.16,1.0,5,Pre-Arb,estimated,13.72,123744633,24342356,99402277,2.155,2.579,2.909,3.065,3.011,,,760000,720000.0,3922655.0,7195814.0,11743887.0,,,,,,,,,,,,,,,,,,,SP,3.9760427,3.8248043
Endy Rodriguez,25332,682848,2025,,25,,batter,0.087788224,0.23928608,0.24343176,0.31144524,0.40619045,0.309372,10.136238,22.50577,3.7257712,48.83835,66.3495,2.5897582,3.19,1.0,5,Pre-Arb,estimated,13.27,117384421,18179332,99205089,3.189,2.931,2.751,2.381,2.013,,,760000,720000.0,3691910.0,5463872.0,7543550.0,,,,,,,,,,,,,,,,,,,,,
Joey Ortiz,25493,687401,2025,MIL,26,ss,batter,0.107587576,0.20120168,0.24513635,0.3339141,0.37171033,0.31698072,14.339838,25.651215,4.0174623,61.910824,68.484505,5.0221024,2.89,1.03,5,Pre-Arb,cots,13.34,118509336,19368817,99140519,2.888,2.946,2.762,2.552,2.189,,,760000,720000.0,3708457.0,5896017.0,8284344.0,,,,,,,,,,,,,,,,,,,,,
Griffin Conine,21626,,2025,MIA,27,of,batter,0.074365646,0.31064495,0.22639668,0.30851877,0.38500947,0.29376084,15.591113,23.674858,1.8047388,55.35826,64.2077,5.1354303,3.35,0.035,6,Pre-Arb,cots,12.57,110761215,11761564,98999651,3.351,2.926,2.32,1.815,1.33,0.831,,760000,720000.0,720000.0,2449456.0,3112108.0,4000000.0,,,,,,,,,,,,,,,,,,,,
David Festa,30056,701581,2025,MIN,25,rhp,pitcher,0.08157418,0.2513004,,,,,,,,,,,2.15,0.0,6,Pre-Arb,cots,13.06,116581326,18457821,98123505,2.146,2.138,2.212,2.319,2.263,1.978,,760000,720000.0,720000.0,3184265.0,5372557.0,7700999.0,,,,,,,,,,,,,,,,,,SP,3.9805949,4.1192775
Brooks Lee,31595,,2025,MIN,24,3b-ss,batter,0.06228968,0.14833099,0.25390768,0.30493554,0.39827713,0.29783535,11.9487295,23.619492,2.021712,65.438965,55.895382,2.1382852,2.13,0.089,6,Pre-Arb,cots,12.82,113989258,16491489,97497769,2.135,2.359,2.401,2.246,2.005,1.676,,760000,720000.0,720000.0,3072666.0,4693448.0,6525375.0,,,,,,,,,,,,,,,,,,,,
Adrian Del Castillo,29554,,2025,ARI,25,c,batter,0.08219157,0.31152418,0.23045671,0.3225642,0.40935668,0.3054865,21.591143,26.983372,0.74649423,69.89374,71.11219,4.3875823,2.77,0.055,6,Pre-Arb,cots,12.44,109715330,12764797,96950533,2.769,2.712,2.327,1.984,1.55,1.094,,760000,720000.0,720000.0,2678013.0,3626156.0,4260628.0,,,,,,,,,,,,,,,,,,,,
Blake Perkins,19921,663368,2025,MIL,28,cf,batter,0.100030266,0.25229827,0.21992402,0.31913114,0.33691663,0.2843439,7.9914784,19.428514,2.2889762,43.39466,60.337532,2.5120711,3.25,1.133,5,Pre-Arb,cots,12.72,112052571,16314601,95737970,3.255,2.947,2.624,2.214,1.68,,,760000,720000.0,3506849.0,5040123.0,6287630.0,,,,,,,,,,,,,,,,,,,,,
Miguel Amaya,21693,665804,2025,CHC,26,c,batter,0.073048696,0.18523604,0.25226033,0.30563545,0.3896879,0.31571347,11.641319,18.643982,2.637673,55.2036,50.551075,8.857956,2.94,1.13,5,Pre-Arb,cots,12.87,113957138,18758012,95199125,2.936,2.643,2.757,2.397,2.139,,,760000,720000.0,3701362.0,5503814.0,8072836.0,,,,,,,,,,,,,,,,,,,,,
Tyler Glasnow,14374,607192,2025,LAD,31,rhp-s,pitcher,0.06865423,0.2950211,,,,,,,,,,,3.81,7.158,4,Signed,cots,10.87,94351771,108,94351663,3.806,3.056,2.327,1.676,,,,27,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,SP,3.1681707,3.3811488
William Contreras,20503,661388,2025,MIL,27,c,batter,0.105212085,0.21472608,0.2554797,0.34928605,0.46525168,0.34893024,22.935913,32.52204,1.9089704,84.17592,89.27566,5.0251656,4.77,3.112,3,Arb-1,cots,14.15,128378222,34212843,94165378,4.771,4.902,4.476,,,,,6256418,11185137.0,16771288.0,,,,,,,,,,,,,,,,,,,,,,,
Shea Langeliers,25816,669127,2025,ATH,27,c,batter,0.08421887,0.2716965,0.24029699,0.29531217,0.4367785,0.32538825,26.386744,24.630466,2.4128406,82.12189,67.37731,6.298246,3.63,2.051,4,Pre-Arb,cots,13.1,116157206,22887731,93269475,3.625,3.558,3.153,2.769,,,,760000,4683145.0,7132841.0,10311745.0,,,,,,,,,,,,,,,,,,,,,,
Bo Naylor,21865,666310,2025,CLE,25,c,batter,0.09131925,0.26799572,0.22729447,0.31181058,0.38843068,0.30229297,19.370941,22.744213,1.5873907,63.668514,61.292065,3.7463799,2.64,1.113,5,Pre-Arb,cots,12.66,112185415,19265981,92919434,2.642,2.585,2.715,2.502,2.211,,,760000,720000.0,3640300.0,5770948.0,8374733.0,,,,,,,,,,,,,,,,,,,,,
Hunter Greene,22182,668881,2025,CIN,25,rhp-s,pitcher,0.092106506,0.28558615,,,,,,,,,,,2.84,3.0,5,Arb-1,cots,14.18,127076842,35333333,91743509,2.844,3.005,2.943,2.84,2.545,,,6057208,11143880.0,18132247.0,,,,,,,,,,,,,,,,,,,,,SP,3.63911,3.5978498
